Usage_ID,Equipment_ID,Operator_ID,Usage_Date,Hours_Used
USG-104701,EQ-1051,OP-271,2024-01-22,6.77
USG-104702,EQ-1090,OP-254,2024-04-09,6.83
USG-104703,EQ-1119,OP-241,2023-07-06,2.35
USG-104704,EQ-1143,OP-238,2023-01-23,9.34
USG-104705,EQ-1104,OP-243,2023-10-19,8.8
USG-104706,EQ-1018,OP-275,2023-06-21,2.88
USG-104707,EQ-1019,OP-247,2023-07-22,6.77
USG-104708,EQ-1037,OP-254,2024-04-07,10.87
USG-104709,EQ-1099,OP-270,2023-06-05,10.19
USG-104710,EQ-1104,OP-210,2023-10-20,5.15
USG-104711,EQ-1013,OP-226,2023-07-19,3.42
USG-104712,EQ-1144,OP-254,2023-05-09,6.77
USG-104713,EQ-1123,OP-275,2024-04-14,6.77
USG-104714,EQ-1052,OP-277,2023-02-16,5.97
USG-104715,EQ-1004,OP-246,2023-12-08,1.55
USG-104716,EQ-1044,OP-252,2023-04-07,8.23
USG-104717,EQ-1116,OP-279,2024-01-10,6.97
USG-104718,EQ-1000,OP-201,2024-03-05,6.77
USG-104719,EQ-1040,OP-202,2023-04-22,7.0
USG-104720,EQ-1077,OP-248,2023-04-16,8.68
USG-104721,EQ-1087,OP-210,2023-03-01,3.09
USG-104722,EQ-1138,OP-UNKNOWN,2024-03-07,8.89
USG-104723,EQ-1129,OP-252,2024-05-09,6.77
USG-104724,EQ-1016,OP-212,2023-12-02,2.33
USG-104725,EQ-1007,OP-226,2023-11-23,3.9
USG-104726,EQ-1077,OP-264,2023-02-07,11.49
USG-104727,EQ-1131,OP-201,2023-04-09,7.92
USG-104728,EQ-1071,OP-203,2024-03-02,5.12
USG-104729,EQ-1027,OP-219,2023-12-30,10.38
USG-104730,EQ-1084,OP-212,2023-10-26,6.77
USG-104731,EQ-1063,OP-251,2023-09-14,6.77
USG-104732,EQ-1032,OP-250,2023-06-18,8.04
USG-104733,EQ-1018,OP-220,2024-02-14,4.0
USG-104734,EQ-1043,OP-209,2023-06-17,6.14
USG-104736,EQ-1035,OP-221,2024-05-05,9.38
USG-104737,EQ-1145,OP-234,2023-12-29,1.75
USG-104738,EQ-1033,OP-271,2024-03-14,3.49
USG-104739,EQ-1065,OP-240,2023-08-23,5.8
USG-104740,EQ-1060,OP-268,2024-03-08,1.67
USG-104742,EQ-1113,OP-218,2024-04-29,11.72
USG-104743,EQ-1093,OP-275,2024-01-23,11.2
USG-104744,EQ-1072,OP-258,2023-01-16,9.64
USG-104745,EQ-1104,OP-267,2023-09-10,6.1
USG-104747,EQ-1017,OP-273,2023-11-13,6.0
USG-104748,EQ-1041,OP-225,2023-11-28,4.13
USG-104749,EQ-1096,OP-261,2023-01-01,8.1
USG-104751,EQ-1125,OP-240,2023-05-14,7.81
USG-104752,EQ-1064,OP-200,2023-10-30,4.34
USG-104753,EQ-1140,OP-263,2024-01-18,2.03
USG-104754,EQ-1128,OP-215,2023-01-30,11.8
USG-104755,EQ-1045,OP-253,2023-03-07,9.66
USG-104756,EQ-1008,OP-266,2023-01-27,9.69
USG-104757,EQ-1080,OP-259,2024-01-29,6.77
USG-104758,EQ-1148,OP-204,2023-08-19,4.86
USG-104759,EQ-1059,OP-263,2023-05-25,7.51
USG-104760,EQ-1008,OP-235,2023-02-23,4.84
USG-104762,EQ-1138,OP-222,2023-07-03,11.65
USG-104763,EQ-1010,OP-245,2023-11-04,7.57
USG-104764,EQ-1147,OP-223,2023-06-10,9.25
USG-104765,EQ-1058,OP-217,2023-05-07,8.63
USG-104766,EQ-1099,OP-204,2023-11-20,9.14
USG-104767,EQ-1081,OP-209,2024-04-02,4.75
USG-104768,EQ-1144,OP-260,2023-10-09,4.55
USG-104769,EQ-1049,OP-212,2023-09-19,8.75
USG-104770,EQ-1052,OP-257,2023-12-28,5.51
USG-104771,EQ-1001,OP-244,2024-04-22,6.77
USG-104772,EQ-1056,OP-213,2023-02-09,2.09
USG-104773,EQ-1114,OP-257,2023-09-10,8.9
USG-104774,EQ-1143,OP-217,2024-01-26,11.18
USG-104775,EQ-1113,OP-256,2023-05-19,9.4
USG-104776,EQ-1003,OP-201,2023-07-13,2.66
USG-104777,EQ-1043,OP-276,2023-08-30,4.9
USG-104778,EQ-1119,OP-251,2023-05-25,11.45
USG-104779,EQ-1024,OP-239,2023-06-11,3.37
USG-104780,EQ-1076,OP-238,2023-12-14,7.08
USG-104781,EQ-1082,OP-253,2023-12-02,11.65
USG-104782,EQ-1133,OP-213,2024-01-26,4.8
USG-104783,EQ-1063,OP-269,2024-03-18,5.99
USG-104784,EQ-1126,OP-247,2023-01-31,10.39
USG-104785,EQ-1139,OP-226,2023-02-04,6.06
USG-104786,EQ-1045,OP-240,2023-09-18,6.77
USG-104787,EQ-1076,OP-244,2023-07-12,3.67
USG-104788,EQ-1038,OP-279,2024-05-12,9.58
USG-104789,EQ-1086,OP-243,2024-01-05,11.5
USG-104790,EQ-1049,OP-200,2024-02-26,11.6
USG-104791,EQ-1037,OP-248,2023-02-26,5.59
USG-104792,EQ-1130,OP-248,2023-10-24,4.13
USG-104793,EQ-1046,OP-227,2023-11-20,7.34
USG-104794,EQ-1071,OP-256,2024-01-21,7.03
USG-104795,EQ-1048,OP-278,2023-03-21,4.45
USG-104796,EQ-1044,OP-228,2023-03-13,10.6
USG-104797,EQ-1100,OP-230,2023-12-17,2.5
USG-104798,EQ-1070,OP-235,2023-02-02,4.84
USG-104799,EQ-1061,OP-200,2023-01-27,3.86
USG-104800,EQ-1040,OP-255,2023-09-01,10.65
USG-104802,EQ-1149,OP-217,2023-02-17,9.83
USG-104803,EQ-1106,OP-269,2023-07-28,4.57
USG-104804,EQ-1076,OP-206,2023-12-17,11.4
USG-104805,EQ-1005,OP-246,2023-10-06,9.81
USG-104806,EQ-1101,OP-227,2023-07-21,4.06
USG-104807,EQ-1075,OP-213,2023-08-29,10.87
USG-104808,EQ-1003,OP-226,2023-12-25,2.02
USG-104809,EQ-1072,OP-263,2023-05-25,6.05
USG-104810,EQ-1065,OP-228,2024-03-15,6.77
USG-104811,EQ-1015,OP-212,2023-07-18,6.03
USG-104812,EQ-1036,OP-246,2024-03-04,6.77
USG-104813,EQ-1136,OP-258,2023-11-12,5.47
USG-104814,EQ-1147,OP-213,2023-11-21,5.98
USG-104815,EQ-1106,OP-207,2023-04-04,4.61
USG-104816,EQ-1026,OP-278,2023-12-04,8.16
USG-104817,EQ-1097,OP-217,2024-04-06,6.77
USG-104818,EQ-1099,OP-269,2023-10-06,10.67
USG-104819,EQ-1037,OP-255,2023-06-28,8.67
USG-104820,EQ-1054,OP-273,2023-04-10,10.39
USG-104822,EQ-1062,OP-203,2023-06-27,10.33
USG-104823,EQ-1024,OP-243,2023-04-30,9.65
USG-104824,EQ-1020,OP-273,2024-01-25,10.01
USG-104825,EQ-1141,OP-237,2024-01-21,1.56
USG-104826,EQ-1129,OP-270,2023-02-06,2.0
USG-104827,EQ-1090,OP-256,2024-03-22,6.77
USG-104828,EQ-1040,OP-255,2023-03-27,6.77
USG-104829,EQ-1014,OP-229,2023-12-31,7.8
USG-104830,EQ-1075,OP-231,2024-02-23,5.34
USG-104831,EQ-1043,OP-276,2023-07-23,4.02
USG-104832,EQ-1072,OP-229,2023-09-04,3.71
USG-104833,EQ-1068,OP-271,2024-01-23,3.51
USG-104835,EQ-1011,OP-202,2023-06-20,4.36
USG-104836,EQ-1126,OP-242,2023-10-27,7.35
USG-104837,EQ-1119,OP-213,2023-01-31,4.53
USG-104838,EQ-1059,OP-209,2023-08-30,10.47
USG-104840,EQ-1135,OP-262,2024-01-22,4.42
USG-104841,EQ-1096,OP-256,2023-03-11,2.11
USG-104842,EQ-1120,OP-218,2023-01-04,3.53
USG-104843,EQ-1053,OP-219,2023-07-02,7.1
USG-104844,EQ-1072,OP-UNKNOWN,2023-04-21,2.73
USG-104846,EQ-1143,OP-271,2024-04-23,2.54
USG-104847,EQ-1120,OP-258,2023-06-11,7.31
USG-104848,EQ-1062,OP-234,2023-03-22,6.91
USG-104849,EQ-1056,OP-UNKNOWN,2024-05-04,4.02
USG-104850,EQ-1101,OP-268,2023-06-27,7.37
USG-104852,EQ-1077,OP-242,2023-05-20,10.63
USG-104853,EQ-1118,OP-275,2024-05-02,5.88
USG-104854,EQ-1079,OP-249,2024-05-15,11.43
USG-104855,EQ-1098,OP-204,2023-12-06,1.72
USG-104856,EQ-1102,OP-274,2023-02-19,9.33
USG-104857,EQ-1028,OP-263,2024-05-09,8.21
USG-104859,EQ-1116,OP-254,2024-05-02,5.57
USG-104860,EQ-1046,OP-231,2023-06-07,4.27
USG-104861,EQ-1112,OP-253,2023-08-19,3.03
USG-104862,EQ-1122,OP-270,2024-03-01,10.33
USG-104863,EQ-1030,OP-262,2024-01-24,7.11
USG-104864,EQ-1042,OP-274,2023-02-02,8.2
USG-104865,EQ-1089,OP-271,2024-02-03,6.38
USG-104866,EQ-1071,OP-253,2023-04-15,7.44
USG-104867,EQ-1005,OP-215,2023-08-11,4.18
USG-104868,EQ-1024,OP-239,2023-02-01,4.35
USG-104869,EQ-1094,OP-219,2023-05-03,2.03
USG-104870,EQ-1010,OP-277,2023-09-06,9.28
USG-104871,EQ-1143,OP-242,2024-01-19,11.2
USG-104872,EQ-1066,OP-262,2023-10-22,10.91
USG-104873,EQ-1122,OP-252,2023-07-28,11.91
USG-104874,EQ-1093,OP-259,2024-03-04,8.5
USG-104875,EQ-1123,OP-207,2024-03-05,7.66
USG-104876,EQ-1090,OP-275,2023-01-29,6.7
USG-104877,EQ-1082,OP-251,2023-01-02,4.54
USG-104878,EQ-1005,OP-220,2023-06-29,1.99
USG-104879,EQ-1025,OP-250,2024-03-09,6.54
USG-104880,EQ-1112,OP-219,2024-03-27,9.22
USG-104881,EQ-1112,OP-241,2023-01-05,4.6
USG-104882,EQ-1117,OP-277,2024-04-14,6.87
USG-104883,EQ-1124,OP-252,2023-08-25,3.26
USG-104884,EQ-1008,OP-244,2023-06-09,6.77
USG-104885,EQ-1059,OP-240,2023-09-19,10.8
USG-104886,EQ-1107,OP-236,2023-07-16,6.88
USG-104887,EQ-1011,OP-255,2023-11-14,2.63
USG-104888,EQ-1089,OP-223,2023-07-21,1.81
USG-104889,EQ-1120,OP-217,2023-03-21,10.06
USG-104890,EQ-1098,OP-251,2024-05-11,4.91
USG-104891,EQ-1045,OP-214,2023-12-21,4.41
USG-104892,EQ-1042,OP-264,2024-01-17,6.77
USG-104893,EQ-1003,OP-208,2023-05-03,11.51
USG-104894,EQ-1047,OP-248,2024-02-02,9.45
USG-104895,EQ-1143,OP-245,2023-06-20,2.66
USG-104896,EQ-1112,OP-UNKNOWN,2024-01-12,6.73
USG-104897,EQ-1040,OP-247,2023-01-19,10.84
USG-104898,EQ-1023,OP-224,2023-06-25,10.29
USG-104899,EQ-1139,OP-222,2024-04-22,7.77
USG-104900,EQ-1063,OP-203,2023-01-18,8.49
USG-104901,EQ-1022,OP-275,2024-03-22,5.31
USG-104902,EQ-1051,OP-266,2023-05-09,10.27
USG-104903,EQ-1050,OP-232,2024-02-18,1.71
USG-104904,EQ-1126,OP-220,2023-02-27,9.51
USG-104905,EQ-1096,OP-219,2024-04-25,9.59
USG-104906,EQ-1036,OP-233,2024-04-07,9.29
USG-104908,EQ-1137,OP-271,2023-11-04,4.09
USG-104909,EQ-1077,OP-215,2024-02-19,2.65
USG-104910,EQ-1063,OP-UNKNOWN,2023-01-08,6.77
USG-104911,EQ-1003,OP-265,2023-01-22,3.52
USG-104912,EQ-1006,OP-204,2023-10-11,9.08
USG-104913,EQ-1096,OP-228,2023-06-24,10.15
USG-104914,EQ-1009,OP-213,2024-02-03,6.77
USG-104915,EQ-1106,OP-253,2023-01-12,2.29
USG-104916,EQ-1074,OP-257,2024-02-29,6.81
USG-104917,EQ-1088,OP-224,2023-07-23,6.77
USG-104918,EQ-1068,OP-271,2024-02-06,8.75
USG-104919,EQ-1019,OP-249,2023-01-03,4.07
USG-104920,EQ-1066,OP-247,2023-08-02,9.01
USG-104921,EQ-1107,OP-262,2024-03-11,2.51
USG-104922,EQ-1147,OP-207,2023-06-05,8.59
USG-104923,EQ-1025,OP-245,2023-01-21,9.1
USG-104924,EQ-1082,OP-216,2024-01-29,6.45
USG-104925,EQ-1069,OP-270,2024-04-14,11.13
USG-104926,EQ-1055,OP-272,2023-07-06,5.31
USG-104927,EQ-1139,OP-264,2024-01-17,6.79
USG-104928,EQ-1079,OP-204,2023-09-23,10.06
USG-104929,EQ-1036,OP-260,2023-09-21,11.24
USG-104930,EQ-1044,OP-UNKNOWN,2023-11-10,3.56
USG-104931,EQ-1106,OP-258,2023-08-12,5.85
USG-104932,EQ-1044,OP-229,2024-04-08,7.94
USG-104933,EQ-1088,OP-260,2024-03-03,11.49
USG-104934,EQ-1034,OP-202,2023-02-15,8.62
USG-104935,EQ-1033,OP-246,2024-03-20,5.56
USG-104936,EQ-1073,OP-228,2024-02-02,2.5
USG-104937,EQ-1072,OP-279,2023-07-02,11.47
USG-104938,EQ-1031,OP-255,2024-03-05,6.42
USG-104939,EQ-1012,OP-254,2023-11-24,6.44
USG-104940,EQ-1034,OP-212,2023-02-10,6.77
USG-104942,EQ-1139,OP-260,2024-02-07,3.83
USG-104943,EQ-1072,OP-241,2023-04-19,2.86
USG-104944,EQ-1092,OP-263,2023-09-02,6.29
USG-104945,EQ-1086,OP-213,2023-12-04,5.11
USG-104946,EQ-1072,OP-255,2023-01-18,7.08
USG-104947,EQ-1101,OP-268,2023-09-08,4.63
USG-104948,EQ-1004,OP-236,2023-08-25,8.77
USG-104949,EQ-1143,OP-264,2024-02-10,6.49
USG-104950,EQ-1147,OP-231,2023-12-16,4.03
USG-104951,EQ-1013,OP-240,2023-06-08,8.98
USG-104952,EQ-1121,OP-237,2023-07-30,6.25
USG-104953,EQ-1017,OP-272,2023-09-22,5.85
USG-104954,EQ-1057,OP-241,2023-11-13,4.94
USG-104955,EQ-1034,OP-208,2023-02-28,6.1
USG-104956,EQ-1085,OP-206,2023-02-14,6.69
USG-104957,EQ-1035,OP-225,2023-09-16,10.78
USG-104958,EQ-1144,OP-263,2023-12-14,6.53
USG-104959,EQ-1039,OP-217,2023-01-11,2.79
USG-104960,EQ-1024,OP-222,2023-09-16,7.76
USG-104961,EQ-1081,OP-262,2023-06-15,10.6
USG-104963,EQ-1130,OP-UNKNOWN,2024-01-01,6.91
USG-104964,EQ-1046,OP-222,2023-09-05,4.58
USG-104965,EQ-1100,OP-216,2023-11-14,10.46
USG-104966,EQ-1088,OP-215,2023-10-28,2.17
USG-104967,EQ-1065,OP-230,2023-06-17,5.42
USG-104968,EQ-1123,OP-227,2023-05-09,2.87
USG-104969,EQ-1085,OP-261,2023-06-15,1.6
USG-104970,EQ-1112,OP-232,2023-01-01,8.11
USG-104971,EQ-1046,OP-203,2024-05-04,8.43
USG-104972,EQ-1009,OP-233,2023-07-21,5.83
USG-104974,EQ-1099,OP-231,2024-02-05,6.77
USG-104975,EQ-1050,OP-273,2023-07-10,4.92
USG-104976,EQ-1097,OP-240,2024-09-01,9.47
USG-104977,EQ-1127,OP-228,2023-12-01,10.33
USG-104978,EQ-1106,OP-209,2023-04-04,7.9
USG-104979,EQ-1052,OP-230,2023-02-24,10.54
USG-104980,EQ-1085,OP-238,2023-05-11,1.9
USG-104981,EQ-1086,OP-251,2023-04-22,6.77
USG-104982,EQ-1099,OP-215,2024-02-10,2.31
USG-104983,EQ-1114,OP-207,2024-03-22,2.63
USG-104984,EQ-1093,OP-225,2024-03-23,9.36
USG-104985,EQ-1063,OP-246,2024-04-21,10.81
USG-104986,EQ-1081,OP-269,2023-07-20,2.14
USG-104988,EQ-1024,OP-270,2023-04-04,1.6
USG-104989,EQ-1146,OP-213,2023-04-19,7.51
USG-104990,EQ-1067,OP-220,2023-02-02,10.37
USG-104991,EQ-1092,OP-210,2023-12-21,2.21
USG-104992,EQ-1095,OP-275,2023-06-30,6.47
USG-104993,EQ-1093,OP-276,2023-03-22,5.3
USG-104994,EQ-1139,OP-262,2023-09-12,6.09
USG-104996,EQ-1060,OP-218,2023-10-06,6.73
USG-104997,EQ-1049,OP-276,2023-11-29,3.14
USG-104998,EQ-1079,OP-263,2023-05-17,4.87
USG-104999,EQ-1038,OP-231,2023-02-22,2.79
USG-105000,EQ-1090,OP-206,2023-09-27,6.54
USG-105001,EQ-1079,OP-244,2024-01-20,7.2
USG-105002,EQ-1081,OP-213,2023-01-01,10.84
USG-105003,EQ-1124,OP-233,2023-05-10,6.77
USG-105004,EQ-1136,OP-270,2024-05-03,5.53
USG-105005,EQ-1099,OP-231,2024-04-24,6.16
USG-105006,EQ-1146,OP-229,2023-04-12,10.54
USG-105008,EQ-1124,OP-270,2024-03-29,11.86
USG-105009,EQ-1042,OP-237,2023-01-05,4.15
USG-105010,EQ-1106,OP-261,2024-03-18,3.22
USG-105011,EQ-1090,OP-262,2023-08-19,5.47
USG-105013,EQ-1099,OP-226,2023-11-11,5.18
USG-105014,EQ-1076,OP-276,2023-12-16,10.66
USG-105015,EQ-1062,OP-278,2023-10-02,11.56
USG-105016,EQ-1099,OP-255,2023-05-05,5.06
USG-105017,EQ-1122,OP-230,2023-08-13,6.77
USG-105018,EQ-1070,OP-256,2023-07-09,9.75
USG-105019,EQ-1020,OP-272,2024-03-02,6.67
USG-105020,EQ-1137,OP-228,2023-03-06,1.93
USG-105021,EQ-1015,OP-201,2023-06-13,6.1
USG-105022,EQ-1140,OP-204,2023-06-15,6.77
USG-105023,EQ-1077,OP-237,2023-07-29,10.63
USG-105024,EQ-1034,OP-229,2023-05-07,9.64
USG-105025,EQ-1086,OP-247,2024-03-25,5.37
USG-105026,EQ-1080,OP-274,2023-12-10,11.97
USG-105027,EQ-1047,OP-215,2023-11-01,6.77
USG-105028,EQ-1125,OP-241,2023-11-21,7.3
USG-105029,EQ-1121,OP-259,2024-03-12,7.67
USG-105030,EQ-1056,OP-265,2024-01-07,5.54
USG-105031,EQ-1127,OP-263,2023-09-15,11.75
USG-105032,EQ-1014,OP-237,2023-05-23,6.16
USG-105033,EQ-1102,OP-278,2024-04-03,9.62
USG-105034,EQ-1020,OP-UNKNOWN,2023-08-15,8.74
USG-105035,EQ-1091,OP-266,2023-03-23,1.66
USG-105036,EQ-1020,OP-254,2023-09-13,4.85
USG-105038,EQ-1117,OP-264,2023-12-10,6.77
USG-105039,EQ-1080,OP-270,2024-02-17,5.61
USG-105040,EQ-1122,OP-266,2023-04-22,1.85
USG-105041,EQ-1006,OP-224,2024-03-12,6.21
USG-105042,EQ-1032,OP-240,2023-07-18,9.7
USG-105043,EQ-1046,OP-266,2024-04-24,10.71
USG-105044,EQ-1039,OP-273,2023-03-29,2.59
USG-105045,EQ-1109,OP-272,2023-01-19,7.07
USG-105046,EQ-1143,OP-264,2023-04-15,11.3
USG-105047,EQ-1031,OP-220,2023-04-12,8.5
USG-105048,EQ-1102,OP-247,2024-04-23,9.74
USG-105049,EQ-1083,OP-200,2023-06-13,8.53
USG-105050,EQ-1033,OP-201,2023-05-31,10.16
USG-105051,EQ-1128,OP-203,2023-11-18,4.92
USG-105052,EQ-1054,OP-264,2023-05-30,8.11
USG-105053,EQ-1005,OP-214,2023-01-09,2.12
USG-105054,EQ-1077,OP-214,2023-07-27,2.75
USG-105055,EQ-1029,OP-246,2023-11-19,3.93
USG-105056,EQ-1070,OP-245,2023-01-24,4.77
USG-105057,EQ-1008,OP-270,2023-10-28,1.74
USG-105058,EQ-1146,OP-204,2024-04-19,9.79
USG-105059,EQ-1085,OP-244,2024-01-14,10.16
USG-105060,EQ-1057,OP-250,2023-04-19,6.62
USG-105061,EQ-1077,OP-265,2024-04-14,7.0
USG-105062,EQ-1089,OP-237,2024-03-22,4.36
USG-105063,EQ-1104,OP-231,2023-12-10,9.16
USG-105064,EQ-1054,OP-270,2023-01-10,10.97
USG-105065,EQ-1139,OP-253,2023-09-11,2.6
USG-105068,EQ-1143,OP-202,2023-04-28,5.49
USG-105070,EQ-1039,OP-229,2023-02-27,5.93
USG-105071,EQ-1103,OP-257,2023-07-22,9.76
USG-105072,EQ-1149,OP-263,2024-02-10,4.75
USG-105073,EQ-1009,OP-272,2023-11-28,2.76
USG-105074,EQ-1056,OP-243,2024-02-01,1.89
USG-105075,EQ-1097,OP-210,2023-05-16,6.2
USG-105076,EQ-1085,OP-233,2023-05-15,6.02
USG-105077,EQ-1088,OP-264,2024-01-14,9.81
USG-105079,EQ-1056,OP-259,2023-10-13,6.59
USG-105080,EQ-1005,OP-270,2024-02-18,5.62
USG-105081,EQ-1042,OP-222,2024-02-23,8.9
USG-105082,EQ-1030,OP-233,2024-03-08,9.87
USG-105083,EQ-1031,OP-224,2023-05-25,5.55
USG-105084,EQ-1036,OP-255,2024-01-04,7.1
USG-105085,EQ-1092,OP-201,2023-10-22,2.89
USG-105086,EQ-1092,OP-261,2023-06-23,7.18
USG-105087,EQ-1130,OP-267,2024-04-17,6.77
USG-105088,EQ-1018,OP-224,2023-04-16,3.44
USG-105089,EQ-1125,OP-213,2024-01-11,6.43
USG-105090,EQ-1062,OP-252,2023-03-06,6.01
USG-105091,EQ-1085,OP-265,2024-03-16,4.58
USG-105092,EQ-1114,OP-258,2024-01-21,11.74
USG-105093,EQ-1049,OP-225,2023-08-02,6.7
USG-105094,EQ-1103,OP-233,2023-12-30,1.55
USG-105095,EQ-1058,OP-254,2024-04-04,9.51
USG-105097,EQ-1010,OP-270,2023-12-15,2.57
USG-105098,EQ-1024,OP-213,2023-07-23,1.62
USG-105099,EQ-1034,OP-215,2024-03-22,10.28
USG-105100,EQ-1093,OP-209,2023-02-26,8.52
USG-105101,EQ-1123,OP-212,2023-07-04,2.41
USG-105102,EQ-1021,OP-248,2024-02-01,10.38
USG-105103,EQ-1097,OP-237,2023-07-23,11.08
USG-105104,EQ-1036,OP-263,2023-10-10,11.3
USG-105105,EQ-1026,OP-270,2023-12-23,5.98
USG-105106,EQ-1062,OP-253,2023-03-06,1.85
USG-105107,EQ-1122,OP-274,2023-09-12,6.77
USG-105108,EQ-1134,OP-272,2023-11-10,10.61
USG-105109,EQ-1101,OP-247,2023-01-26,7.3
USG-105110,EQ-1142,OP-220,2023-02-28,3.87
USG-105111,EQ-1013,OP-258,2023-02-12,7.57
USG-105112,EQ-1002,OP-219,2023-01-14,9.8
USG-105113,EQ-1045,OP-205,2023-04-09,8.35
USG-105114,EQ-1073,OP-241,2024-04-02,9.02
USG-105115,EQ-1043,OP-221,2023-08-25,4.97
USG-105116,EQ-1053,OP-273,2023-08-21,9.59
USG-105117,EQ-1028,OP-231,2023-10-09,4.61
USG-105118,EQ-1094,OP-210,2023-09-17,5.29
USG-105119,EQ-1139,OP-260,2024-02-21,3.32
USG-105120,EQ-1109,OP-252,2023-11-03,10.34
USG-105121,EQ-1093,OP-235,2024-03-01,7.17
USG-105122,EQ-1003,OP-263,2024-01-18,6.77
USG-105123,EQ-1048,OP-218,2023-02-18,6.77
USG-105124,EQ-1092,OP-264,2023-01-02,2.65
USG-105126,EQ-1051,OP-226,2023-06-17,6.07
USG-105127,EQ-1098,OP-272,2023-04-17,4.4
USG-105129,EQ-1039,OP-200,2023-02-02,2.77
USG-105130,EQ-1075,OP-232,2023-01-24,8.49
USG-105131,EQ-1007,OP-276,2024-04-03,6.77
USG-105132,EQ-1085,OP-256,2024-02-13,3.15
USG-105133,EQ-1057,OP-247,2023-02-14,5.3
USG-105134,EQ-1061,OP-203,2023-03-18,11.71
USG-105135,EQ-1096,OP-212,2023-01-28,5.95
USG-105136,EQ-1148,OP-224,2023-07-07,4.52
USG-105137,EQ-1148,OP-260,2023-02-13,2.85
USG-105138,EQ-1126,OP-244,2023-03-25,7.03
USG-105139,EQ-1133,OP-267,2023-11-01,10.06
USG-105140,EQ-1063,OP-213,2023-06-12,2.2
USG-105141,EQ-1067,OP-237,2023-12-26,5.32
USG-105142,EQ-1106,OP-209,2024-04-13,2.28
USG-105143,EQ-1067,OP-200,2023-12-16,4.76
USG-105144,EQ-1013,OP-260,2024-01-15,1.58
USG-105145,EQ-1023,OP-251,2024-03-28,5.56
USG-105146,EQ-1009,OP-216,2023-08-20,2.45
USG-105147,EQ-1022,OP-203,2024-04-25,7.66
USG-105148,EQ-1108,OP-203,2023-02-02,10.45
USG-105149,EQ-1081,OP-216,2024-02-04,6.77
USG-105150,EQ-1112,OP-219,2024-03-12,10.64
USG-105151,EQ-1044,OP-208,2024-03-04,6.47
USG-105152,EQ-1101,OP-218,2023-05-21,2.83
USG-105153,EQ-1015,OP-237,2023-03-06,5.94
USG-105154,EQ-1102,OP-266,2024-02-18,5.15
USG-105155,EQ-1086,OP-230,2023-05-23,4.85
USG-105156,EQ-1126,OP-232,2023-06-16,2.53
USG-105157,EQ-1069,OP-240,2023-01-05,8.28
USG-105158,EQ-1024,OP-227,2023-09-01,2.59
USG-105160,EQ-1011,OP-268,2023-08-08,4.87
USG-105161,EQ-1013,OP-267,2023-04-27,8.8
USG-105162,EQ-1071,OP-262,2023-06-06,4.31
USG-105163,EQ-1120,OP-277,2023-02-09,6.77
USG-105164,EQ-1092,OP-209,2023-12-07,9.87
USG-105165,EQ-1065,OP-272,2023-04-20,9.35
USG-105166,EQ-1101,OP-257,2023-05-18,5.26
USG-105167,EQ-1083,OP-245,2023-01-17,7.49
USG-105168,EQ-1135,OP-219,2023-07-19,6.77
USG-105169,EQ-1044,OP-254,2024-04-26,5.14
USG-105170,EQ-1097,OP-262,2023-09-20,1.77
USG-105171,EQ-1013,OP-225,2023-02-15,8.51
USG-105172,EQ-1149,OP-217,2024-03-25,10.75
USG-105173,EQ-1020,OP-249,2023-09-06,10.16
USG-105174,EQ-1054,OP-244,2024-04-27,5.96
USG-105175,EQ-1029,OP-233,2023-02-17,6.72
USG-105176,EQ-1048,OP-240,2023-11-30,10.56
USG-105177,EQ-1025,OP-239,2024-01-05,3.44
USG-105178,EQ-1061,OP-233,2023-02-27,2.19
USG-105179,EQ-1073,OP-206,2024-05-15,7.45
USG-105180,EQ-1084,OP-200,2024-03-18,8.74
USG-105181,EQ-1140,OP-277,2024-02-14,5.65
USG-105182,EQ-1046,OP-258,2023-10-27,6.97
USG-105183,EQ-1108,OP-209,2023-03-07,4.87
USG-105185,EQ-1011,OP-233,2023-07-27,7.02
USG-105186,EQ-1073,OP-213,2023-03-29,2.82
USG-105187,EQ-1043,OP-271,2023-09-05,4.88
USG-105188,EQ-1121,OP-273,2023-06-05,2.6
USG-105189,EQ-1134,OP-271,2024-03-25,6.54
USG-105190,EQ-1057,OP-214,2023-08-06,3.45
USG-105191,EQ-1013,OP-279,2024-02-19,5.41
USG-105192,EQ-1019,OP-269,2023-06-04,7.37
USG-105193,EQ-1063,OP-225,2023-08-16,6.1
USG-105194,EQ-1059,OP-212,2023-04-25,8.55
USG-105195,EQ-1101,OP-246,2023-06-10,6.63
USG-105196,EQ-1003,OP-229,2024-04-15,6.83
USG-105198,EQ-1045,OP-229,2023-09-22,6.77
USG-105199,EQ-1136,OP-261,2023-10-30,11.6
USG-105200,EQ-1090,OP-208,2023-07-10,4.87
USG-105201,EQ-1060,OP-204,2023-08-17,5.87
USG-105202,EQ-1015,OP-251,2023-04-20,2.55
USG-105203,EQ-1017,OP-211,2023-02-23,5.04
USG-105204,EQ-1062,OP-214,2024-03-06,3.92
USG-105205,EQ-1019,OP-201,2024-02-01,8.13
USG-105206,EQ-1106,OP-268,2023-10-25,6.77
USG-105208,EQ-1076,OP-255,2023-10-14,3.05
USG-105209,EQ-1082,OP-254,2024-04-28,8.44
USG-105210,EQ-1056,OP-256,2023-11-16,10.05
USG-105211,EQ-1008,OP-261,2023-10-08,1.74
